number_of_cpus	wall_clock_time	processors_per_node	cores_per_processor	number_of_nodes	cpu_interconnects	processor	ram_per_cpu	ram_bus_speed	computer_system	operating_system	vendor	mpi_library	shared_or_dedicated	code_version	code_version_number	problem_name	precision	smp_mpp	location	submitted_by	submitted_by_org	date_submitted
2	4431	1	2	1	InfiniBand OFED	Intel Xeon 5160 3.0 GHz BL460c	2	1333	CP3000/Linux	Red Hat EL 4.4	HP	HP-MPI	d	LS-DYNA	971.7600.398	neon_refined_revised	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2007-05-23
2	4482	1	2	1	ConnectX	Intel Dualcore Xeon 3.0 GHz BL460c	2	0	CP3000	Red Hat EL 4.4	HP	HP-MPI	d	LS-DYNA	971.7600.1116	neon_refined_revised	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2007-08-23
2	4492	1	2	1	Voltaire InfiniBand DDR	Intel Dualcore Xeon 3.0 GHz DL140	2	0	CP3000/Windows CCS	Microsoft Windows Compute Cluster Server 2003	HP	HP-MPI	d	LS-DYNA	971.7600.398	neon_refined_revised	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2007-01-31
48	4535	8	1	6	eserver HPS	POWER5, 1.9 GHz	32	0	eserver p5 575	AIX 5.2	IBM	POE	d	LS-DYNA	mpp970_5434a	3 Vehicle Collision	s	m	Poughkeepsie, New York	Guangye Li	IBM	2005-08-19
8	4560	4	2	1	Socket F	AMD Opteron DualCore 8218 2,6GHz	2	667	4 Opteron DualCore CETMA	win 64	Workstation E8046	no		LS-DYNA	ls971s R2	neon_refined_revised	s	s	Lecce - Italy	Rosario Dotoli	CETMA Consortium	2008-05-09
384	4567	2	6	32	QDR IB	Intel® Xeon® Six Core X5670	2	1333	Intel SR1600UR system	Redhat5U3	Intel	Intel MPI 3.2.1	s	LS-DYNA	mpp971.s.R321	car2car	s	m	Dupont, WA	Nick Meng	Intel/SSG	2010-03-28
4	4580	2	1	2	Gigabit Ethernet	AMD Opteron, 2.0 GHz	6	0	e325 cluster	SuSE SLES-8	IBM		d	LS-DYNA	mpp970_5434	neon_refined	s	m	Poughkeepsie, New York, USA	Guangye Li		2004-10-15
48	4586	2	1	24	 RapidArray	AMD Dual Core Opteron 2.2 GHZ	2	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	3 Vehicle Collision	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2005-09-14
24	4608	2	6	2	QDR IB	Intel® Xeon® Six Core X5670	2	1333	Intel SR1600UR system	Redhat5U3	Intel	Intel MPI 3.2.1	s	LS-DYNA	mpp971.s.R321	3 Vehicle Collision	s	m	Dupont, WA	Nick Meng	Intel/SSG	2010-03-28
64	4619	2	1	32	Rapid Array	AMD Opteron 2.2 GHZ	2	0	CRAY XD1	Suse Linux 8	CRAY	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	3 Vehicle Collision	s	m	Chippewa Falls	Ting-Ting Zhu	Cray Inc.	2005-02-05
2	4629	1	1	2	Infiniband (Topspin)	AMD Opteron 156 3.0 GHz	4	0	Sun Fire X2100	64-bit SUSE SLES 9 SP 3	Sun Microsystems	MVAPICH	d	LS-DYNA	mpp970_s_6763	neon_refined	s	m	Menlo Park	Mike Burke	Sun Microsystems	2006-04-21
48	4671	48	1	1	NUMALINK	Intel/Itanium 2 1.6 GHz	0	0	Altix3700/BX2	Linux64/SGI ProPack 3.3	SGI	SGI MPT 1.11	d	LS-DYNA	5434a	3 Vehicle Collision	s	m	Mountain View	Nick Meng	SGI	2005-06-22
64	4732	2	1	32	Infiniband	Xeon 3.6Ghz	2	400	GT4000	Linux	Galactic Computing (Shenzhen) Ltd.	MPICH VMI-2.1	d	LS-DYNA	970 5434a	3 Vehicle Collision	s	m	Shenzhen, China	Alex Korobka	Galactic Computing (Shenzhen) Ltd.	2005-08-03
2	4757	1	2	1	Voltaire Infiniband DDR	Intel Xeon 5160 DC 3.0GHz (Woodcrest)	4	1333	Altix XE1200/Windows CCS	Windows CCS (Server 2003 Std x64 SP2 v5.2.3790)	SGI	MSMPI 1.0.0676.0	s	LS-DYNA	971.7600.1224	neon_refined_revised	s	m	Mountain View, Ca	Joseph Michaud	Applications Engineering	2008-04-02
2	4761	1	1	2	Infiniband (Voltaire)	AMD Opteron 156 3.0 GHz	4	0	Sun Fire X2100	64-bit SUSE SLES 9 SP 3	Sun Microsystems	MVAPICH	d	LS-DYNA	mpp970_s_6763	neon_refined	s	m	Menlo Park CA	Mike Burke	Sun Microsystems	2006-10-08
80	4763	2	1	40		3.4 GHz EM64T	1	0	proliant dl360/G4	RedHat Enterprise Workstation for x86_64	HP	 MPICH-GM GCC 3.2	s	LS-DYNA	mpp970 5434a	3 Vehicle Collision	s	m	SNL/NM	J. Dike		2005-06-09
16	4784	2	8	1	IB QDR	Intel® Xeon® E5-2680 @2.70GHz Turbo Enabled	4	1600	bullx blade system (B510)	bullx supercomputer suite AE R2.2	BULL	Intel MPI 4.0.3.008	s	LS-DYNA	mpp971.s.R321	3 Vehicle Collision	s	m	France	Patrice Calegari	BULL	2012-07-04
256	4843	2	8	16	IB FDR	Intel® Xeon® E5-2680 @2.70GHz	2	1600	Sandy Bridge-EP system	RHEL 6.1	Intel	Intel MPI 4.0.3.008	d	LS-DYNA	mpp971.s.R321	car2car	s	m	Swindon, UK	Nick Meng	Intel/SSG	2012-07-09
32	4845	2	2	8	InfiniBand Topspin 270 SDR	Intel Xeon X5272 3.40GHz DL160	2	1600	CP3000	Red Hat EL 4.6	HP	HP-MPI	s	LS-DYNA	ls971R3.1	3 Vehicle Collision	s	m	Scalable Computing & Infrastructure	Yih-Yih Lin	HP	2008-08-05
4	4846	2	1	2		1.5 GHz Itanium2 RX2600	0	0	HP-UX Itanium2 Cluster / GigE	HP-UX 11.23	HP			LS-DYNA	MPP 970.3858	neon_refined			HP, Richardson, Texas	Yih-Yih Lin		2003-11-12
32	4848	1	2	16	Infiniband	Intel® Core 2 Extreme  X6800	2	667	S3000PAL	Redhat EL4 update 2	Intel	Intel MPI 3.0.043	s	LS-DYNA	mpp971.7600	3 Vehicle Collision	s	m	Dupont, WA	Nick Meng	Intel	2007-10-24
256	4852	2	4	32	IP95 Blades with Mellanox ConnectX IB HCA DDR Fabric OFED v1.4	Intel® Xeon® Quad Core X5570 2.93GHz Turbo ON	6	1066	Altix ICE8200EX	SUSE Linux Enterprise Server 10, SGI ProPack 6SP2	SGI	SGI MPT 1.23	s	LS-DYNA	ls971.R3.2	car2car	s	m	Chippewa Fall, WI	Olivier Schreiber	Applications Engineering	2009-03-31
2	4863	2	1	1	QLogic InfiniPath IB	Intel Dualcore Xeon 5160 3.0 GHz	2	0	Cambridge Cluster	ClusterVisionOS	ClusterVision/Dell	QLogic MPI 2.0	s	LS-DYNA	971.7600.398	neon_refined_revised	s	m	Cambridge, UK	Kevin Ball	QLogic	2007-02-26
48	4922	2	2	12	InfiniBand DDR	Intel Dualcore Xeon 3.0 GHz DL140	2	0	CP3000/Linux	Red Hat EL 4.3	HP	HP-MPI	d	LS-DYNA	971.7600.398	3 Vehicle Collision	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2007-01-17
252	4924	2	6	21	Mellanox® Technologies ConnectX-2® IB QDR	 Intel® Xeon® Six Core X5680 3.33GHz	2	1333	Altix ICE 8400	SUSE® Linux® Enterprise Server 11, SGI® ProPack	SGI	SGI MPT 2.01	s	LS-DYNA	971_s_R3.2.1	car2car	s	m	Chippewa Fall, WI	Olivier Schreiber	Applications Engineering	2010-11-10
48	4972	2	1	24	RapidArray	AMD Opteron 2.4 GHZ	4	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	3 Vehicle Collision	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2005-05-12
48	5038	2	2	12	InfiniBand	AMD Dualcore Opteron 2.6 GHz DL145	4	0	Opteron CP4000	Red Hat EL 4.3	HP	HP-MPI	d	LS-DYNA	971.7600.398	3 Vehicle Collision	s	m	High Performance Technical Computing Division	Yih-Yih Lin	HP	2006-10-12
16	5038	2	8	1	IB FDR	Intel® Xeon® E5-2680 @2.70GHz	2	1600	Sandy Bridge-EP system	RHEL 6.1	Intel	Intel MPI 4.0.3.008	d	LS-DYNA	mpp971.s.R321	3 Vehicle Collision	s	m	Swindon, UK	Nick Meng	Intel/SSG	2012-07-09
16	5081	2	4	2	IP95 Blades with Mellanox ConnectX IB HCA DDR Fabric OFED v1.4	Intel® Xeon® Quad Core X5570 2.93GHz Turbo ON	6	1333	Altix ICE8200EX	SUSE Linux Enterprise Server 10, SGI ProPack 6SP2	SGI	SGI MPT 1.23	s	LS-DYNA	ls971.R3.2	3 Vehicle Collision	s	m	Chippewa Fall, WI	Olivier Schreiber	Applications Engineering	2009-04-01
12	5088	1	2	6	QDR InfiniBand	Intel i7 2700K	4	1600	Ci11T	Cent OS 5.5	ARD	HP-MPI	d	LS-DYNA	ls971.R4.2.1	3 Vehicle Collision	s	m	NAGOYA,JAPAN	ARD		2012-01-18
64	5152	2	1	32	Infiniband TopSpin	1.5GHz Itanium2 rx2600	6	8	Itanium2 CP6000	HP-UX 11.23	HP	HP-MPI	d	LS-DYNA	970.5434	3 Vehicle Collision	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2004-12-13
4	5210	4	1	1		POWER4+, 1.7 GHz	0	0	IBM p655	AIX 5.1	IBM			LS-DYNA	mpp970_3858	neon_refined			Poughkeepsie, New York, USA	Guangye Li		2003-11-13
48	5226	2	2	12	RapidArray	AMD Dual Core Opteron 2.2 GHZ	2	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	3 Vehicle Collision	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2005-09-02
384	5247	2	6	32	HP BLc 4X QDR Switch 1 Mellanox	Intel® Xeon® Six Core X5650 2.66 GHz	2	1333	HP Proliant® BL2X220c G6	Windows HPC Server 2008 R2	HP	MS-MPI	d	LS-DYNA	ls971.R3.2.1	car2car	s	m	Redmond, WA	Hari reddy	Microsoft	2011-02-10
2	5285	2	1	1	PathScale InfiniPath/Silverstorm IB switch	AMD Opteron 2.6 GHz	2	0	Microway Navion	Fedora Core 3	PathScale	PathScale MPI	d	LS-DYNA	ls970.5434a	neon_refined	s	m	PathScale Customer Benchmark Center	Kevin Ball	PathScale, Inc.	2005-09-16
16	5288	2	8	1	Mellanox Technologies® ConnectX-3® IB FDR	Intel Xeon E5-2680	4	1600	Dell PowerEdge R720xd	RHEL 6.2	Dell	Platform MPI 8.2	d	LS-DYNA	mpp971_s_r6.0.0	3 Vehicle Collision	s	s	Sunnyvale, CA	Pak Lui	HPC Advisory Council	2012-05-01
16	5334	2	8	1	IB QDR	Intel® Xeon® E5-2680 @2.70GHz Turbo Enabled	4	1600	bullx blade system (B510)	bullx supercomputer suite AE R2.2	BULL	Platform MPI 8.2.1	s	LS-DYNA	mpp971_s_r6.0.0	3 Vehicle Collision	s	m	France	Patrice Calegari	BULL	2012-07-04
64	5356	2	2	16	Level 5 Networks - 1 Gb Ethernet NIC	Opteron 275	1	0	1122Hi-81	SuSE SLES 9	Appro	Scali v4.4.2	d	LS-DYNA	mpp970_6763	3 Vehicle Collision	s	m	Sunnyvale, CA	John Marcolini	Level 5 Networks	2006-01-26
512	5366	2	4	64		Intel® Xeon® Quad Core X5482	2	1600	Intel SR1560SF system	Redhat5U3	Intel	Intel MPI 3.2.011	s	LS-DYNA	mpp971.R321	car2car	s	m	Dupont, WA	Nick Meng	Intel/SSG	2009-02-13
2	5405	1	2	1	Voltaire IB 410 HCA PCIe card with firmware v1.2.0 Voltaire ISR9024 SDR 24 port IB switch	Intel 5160 Woodcrest DC 3.0GHz	2	0	Altix XE1200 Compute Cluster	SUSE Linux Enterprise Server 10 (x86_64)	SGI	Intel MPI Runtime v2	d	LS-DYNA	ls970.6763	neon_refined	s	m	Chippewa Falls, WI	Scott Shaw	Application Engineering	2007-02-13
2	5443	2	1	1	Topspin InfiniBand	AMD Opteron 2.6 GHz DL145	4	0	Opteron CP4000	Red Hat 3.0	HP	HP-MPI	d	LS-DYNA	970.5434a	neon_refined	s	m	High Performance Technical Computing Division	Yih-Yih Lin	HP	2005-08-25
32	5537	2	4	4	Mellanox InfiniBand ConnectX® DDR Mezz card	AMD Opteron 2389 2.9GHz	2	800	PowerEdge M1000e/Windows	Windows Server 2008 HPC Edition	Dell/Microsoft	Microsoft MPI	d	LS-DYNA	MPP971.s.R421	3 Vehicle Collision	s	m	Sunnyvale, CA, USA	Tong Liu	HPC Advisory Council	2009-08-06
48	5581	2	1	24	Rapid Array	AMD Opteron 2.2 HGZ	2	0	CRAY XD1	Suse Linux 8	Cray	Cray XD1 MPI	s	LS-DYNA	mpp970, 5434a	3 Vehicle Collision	s	m	Chippewa Falls	Ting-Ting Zhu	Cray Inc.	2005-02-04
32	5589	2	4	4	Mellanox ConnectX IB HCA DDR Fabric OFED v1.3	Intel Xeon E5472 3.00GHz	2	1600	Altix ICE8200EX	SUSE Linux Enterprise Server 10, SGI ProPack 5SP4	SGI	SGI MPT 1.20	s	LS-DYNA	ls971.R3.1	3 Vehicle Collision	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2008-04-08
32	5597	2	2	8	Voltaire HCA 410Ex InfiniHost III Lx SDR, OFED v1.2	Intel 5160 Woodcrest DC 3.0GHz	2	1333	Altix 1200	SUSE Linux Enterprise Server 10 (x86_64)	SGI	Intel-MPI 3.1	s	LS-DYNA	ls971.7600.1224	3 Vehicle Collision	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2007-09-21
31	5680	1	1	31	Infiniband (Topspin)	AMD Opteron 156 3.0 GHz	4	0	Sun Fire X2100	64-bit SUSE SLES 9 SP 3	Sun Microsystems	MVAPICH	d	LS-DYNA	mpp970_s_6763	3 Vehicle Collision	s	m	Menlo Park	Mike Burke	Sun Microsystems	2006-04-21
2	5689	2	1	1	Myrinet	Opteron, 2.4 GHz	8	0	e326	SUSE LINUX 9	IBM	mpich-gm	d	LS-DYNA	mpp970_5434a	neon_refined	s	m	Poughkeepsie, New York	Guangye Li	IBM	2005-05-03
192	5711	2	8	12	IB FDR	Intel® Xeon® E5-2680 @2.70GHz	2	1600	Sandy Bridge-EP system	RHEL 6.1	Intel	Intel MPI 4.0.3.008	d	LS-DYNA	mpp971.s.R321	car2car	s	m	Swindon, UK	Nick Meng	Intel/SSG	2012-07-09
31	5712	1	1	31	Infiniband (Voltaire)	AMD Opteron 156 3.0 GHz	4	0	Sun Fire X2100	64-bit SUSE SLES 9 SP 3	Sun Microsystems	MVAPICH	d	LS-DYNA	mpp970_s_6763	3 Vehicle Collision	s	m	Menlo Park CA	Mike Burke	Sun Microsystems	2006-10-08
32	5778	2	2	8	ConnectX	Intel Dualcore Xeon 3.0 GHz BL460c	2	0	CP3000	Red Hat EL 4.4	HP	HP-MPI	d	LS-DYNA	971.7600.1116	3 Vehicle Collision	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2007-08-23
64	5778	2	2	16	ConnectX	Intel Dualcore Xeon 3.0 GHz BL460c	2	0	CP3000	Red Hat EL 4.4	HP	HP-MPI	d	LS-DYNA	971.7600.1116	3 Vehicle Collision	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2007-08-23
32	5900	2	2	8	InfiniBand	Intel Xeon 5160	8	0	HS21XM BladeCenter	RHEL 4.0 UPDATE 4	IBM	Intel MPI	d	LS-DYNA	971_7600.2.1116	3 Vehicle Collision	s	m	Poughkeepsie	Guangye Li	IBM	2007-08-14
32	5905	2	2	8	InfiniBand DDR	Intel Dualcore Xeon 3.0 GHz DL140	2	0	CP3000/Linux	Red Hat EL 4.3	HP	HP-MPI	d	LS-DYNA	971.7600.398	3 Vehicle Collision	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2006-12-20
32	5938	2	4	4		Intel® Xeon® Quad Core X5482	2	1600	Intel SR1560SF system	Redhat5U3	Intel	Intel MPI 3.2.011	s	LS-DYNA	mpp971.R321	3 Vehicle Collision	s	m	Dupont, WA	Nick Meng	Intel/SSG	2009-02-13
4	5944	2	1	2	Voltaire InfiniBand	Intel Xeon 3.06GHz	2	266	RLX 3000ix ServerBlade	Red Hat Enterprise Linux 3 Update 3	RLX	MVAPICH	d	LS-DYNA	mpp970_5434	neon_refined	s	m	Billerica, MA	Eric Dube	Voltaire	2004-12-03
32	5955	2	2	8	Infiniband	Intel® Xeon® Dual Core 5160 EM64T	2000000000	1333	S5000PAL	Redhat EL4 update 2	Intel	Intel MPI 2.0.1	s	LS-DYNA	mpp970.6763	3 Vehicle Collision	s	m	Dupont, WA	John Benninghoff	Intel	2006-05-31
2	5977	2	1	1	Rapid Array	AMD Opteron 2.4 GHZ	4	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	neon_refined	s	m	Chippewa Falls	Ting-TIng Zhu	CRAY Inc.	2005-05-02
256	5989	2	4	32	ConnectX Infiniband	Intel® Xeon® Quad Core X5550	3	1333	System x® iDataPlex? dx360 M2	Windows HPC Server 2008 SP1	IBM	Microsoft MPI	d	LS-DYNA	ls971.R3.2.1	car2car	s	m	Redmond. WA	Daniel Ghidali	IBM/Microsoft	2010-05-28
16	6001	2	4	2	IB	Intel® Xeon® Quad Core X5560	2	1067	Supermicro Board X8DTN qual	Redhat5U3	Intel	Intel MPI 3.2.011	s	LS-DYNA	mpp971.s.R321	3 Vehicle Collision	s	m	Dupont, WA	Nick Meng	SSG/ASE	2009-03-27
2	6084	2	1	1	Myrinet	AMD Opteron 2.4GHz DL145	4	0	Opteron CP4000	Red Hat 3.0	HP	HP-MPI	d	LS-DYNA	970.5434a	neon_refined	s	m	High Performance Technical Computing Division	Yih-Yih Lin	HP	2005-07-28
192	6091	2	6	16	Mellanox® Technologies ConnectX-2® IB QDR	Intel® Xeon® Hexa Core X5690 3.47GHz	2	1333	Altix ICE 8400EX?	SUSE® Linux® Enterprise Server 11 SP1	SGI	SGI MPT 2.03	s	LS-DYNA	ls971.R3.2.1	car2car	s	m	Chippewa Falls, WI	Olivier Schreiber	Applications Engineering	2011-09-25
16	6103	2	4	2	Gigabit Ethernet	Intel Xeon W5580 3.2GHz	2	1333	ThinkStation D20 w/ GigaE	CentOS 5.3	Lenovo	Intel MPI 3.2.2	d	LS-DYNA	mpp971_s_R3.2.1	3 Vehicle Collision	s	m	Beijing	Jason Hu	Lenovo	2009-12-02
256	6105	2	4	32	IB	Intel® Xeon® Quad Core X5560	2	1067	Supermicro Board X8DTN qual	Redhat5U3	Intel	Intel MPI 3.2.011	s	LS-DYNA	mpp971.s.R321	car2car	s	m	Dupont, WA	Nick Meng	SSG/ASE	2009-03-27
48	6119	2	1	24	Infiniband TopSpin	1.5GHz Itanium2 rx2600	6	8	Itanium2 CP6000	HP-UX 11.23	HP	HP-MPI		LS-DYNA	970.5434	3 Vehicle Collision		m	High Performance Computing Division	Yih-Yih Lin	HP	2004-12-13
4	6125	2	2	1	1GHz	AMD Opteron 2216 dualcore 2,4Ghz	2	667	XW 9400 CETMA	Win Xp 64	Hp		d	LS-DYNA	971 7600.131	neon_refined_revised	s	s	Lecce, Italy	Rosario Dotoli	CETMA Consortium	2008-04-30
8	6173	1	1	8	1 Gbit Ethernet	AMD Athlon MP 2600+	1024	2100	Athlon Cluster	White Box Enterprise Linux 3.0	Appro		d	LS-DYNA	970.3858	neon_refined	s	m	Troy, MI USA	Joshua Weage	ARUP	2004-08-13
1024	6274	1	2	512	Seastar 2	AMD Dual Core Opteron 2.8 GHZ	8	0	CRAY XT4	CNL	CRAY Inc.	CRAY XT4 MPI	s	LS-DYNA	mpp971.7600.398	car2car	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2007-06-27
32	6315	2	4	4	Voltaire ConnectX IB Gen2 HCA DDR Fabric OFED v1.3	Intel Xeon E5462 2.80GHz	2	800	Bull Novascale R422-E1	Linux Bull Advanced Server 5v1.1	BULL	hpmpi	s	LS-DYNA	mpp971.R3.2	3 Vehicle Collision	s	m	France	Patrice Calegari	BULL	2008-12-12
32	6329	4	2	4	LiquidIQ fabric	AMD Opteron 8218	2	667	LiquidIQ	RHEL 4.5	Liquid Computing	LiquidIQ MPI rel.5.0	s	LS-DYNA	mpp97.7600.1224	3 Vehicle Collision	s	m	Ottawa, Ontario, Canada	Ron Van Holst	Liquid Computing	2008-02-08
512	6343	2	2	128	Infiniband	Intel® Xeon® Dual Core 5160 EM64T	2	667	S5000PAL	Redhat EL4 update 4	Intel	Intel MPI 3.0.043	s	LS-DYNA	mpp971.7600	car2car	s	m	Dupont, WA	Nick Meng	Intel	2007-10-24
32	6347	2	1	16	Topspin InfiniBand	AMD Opteron 2.6 GHz DL145	4	0	Opteron CP4000	Red Hat 3.0	HP	HP-MPI	d	LS-DYNA	970.5434a	3 Vehicle Collision	s	m	High Performance Technical Computing Division	Yih-Yih Lin	HP	2005-08-29
32	6379	8	1	4	eserver HPS	POWER5, 1.9 GHz	32	0	eserver p5 575	AIX 5.2	IBM	POE		LS-DYNA	mpp970_5434a	3 Vehicle Collision	s		Poughkeepsie, New York	Guangye Li	IBM	2005-08-19
32	6380	2	2	8	 Infiniband	AMD Opteron 275 (2.2 GHz)	4	0	Altus 1300	Scyld ClusterWare	Penguin Computing	MPICH 1.2.5	s	LS-DYNA	970.6478	3 Vehicle Collision	s	m	San Francisco, CA, USA	Joshua Bernstein	Penguin Computing	2006-06-08
2	6494	2	1	1	Rapic Array	AMD Opteron 2.2 GHZ	2	0	CRAY XD1	Suse Linux 8	CRAY	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	neon_refined	s	m	Chippewa Falls	Ting-Ting Zhu	Cray Inc.	2005-02-03
1	6509	1	1	1	Gigabit Ethernet	Dual-core Intel® Core?2 Extreme 2.93GHz	1	0	CA160&#8545;T	Windows	ARD			LS-DYNA	ls971.7600	neon_refined_revised	s	s	Japan-Nagoya	ARD	ARD	2007-06-19
192	6537	2	6	16	Mellanox® Technologies ConnectX-2® IB QDR MT26428	Intel® Xeon® Hexa Core X5675 3.07GHz	4	1333	Rackable? C2112-4TY14	SUSE® Linux® Enterprise Server 11 SP1	SGI	SGI MPT 2.03	s	LS-DYNA	ls971.R3.2.1	car2car	s		Chippewa Falls, WI	Olivier Schreiber	Applications Engineering	2011-09-25
16	6562	2	8	1	InfiniBand FDR	Xeon E-2670	4	1333	Proliant SL230 G8	RHEL 6.1	HP	Platform MPI 8.1	s	LS-DYNA	LS971 R6.0.0	3 Vehicle Collision		m	Houston, TX	Yih-Yih Lin	High Performance Computing	2012-05-29
2	6605	1	1	2	Gigabit Ethernet	Athlon64 2.2GHz	1024	0	VALUESTAR-TZ	SuSE Linux Professional 9.1 for AMD64	NEC	Lam-6.5.9	d	LS-DYNA	970 rev.5434	neon_refined	s	m	ACS, Ibaraki, Japan	Yo Yamagata	ACS	2004-10-25
16	6610	1	1	16		PowerPC_POWER3	0	0	Blue Horizon	AIX 5.1	IBM			LS-DYNA	mpp970_d_3535	neon_refined	d	m	SDSC	Franck Grignon	UCSD	2004-03-02
32	6652	2	1	16	 RapidArray	AMD Dual Core Opteron 2.2 GHZ	2	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	3 Vehicle Collision	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2005-09-14
32	6672	32	1	1	NUMALINK	Intel/Itanium 2 1.6 GHz	0	0	Altix3700/Bx2	Linux64/SGI ProPack 3.3	SGI	SGI MPT 1.11	d	LS-DYNA	5434a	3 Vehicle Collision	s	m	Mountain View	Nick Meng	SGI	2005-06-22
32	6809	4	2	4	LiquidIQ fabric	AMD Opteron 8218	2	667	LiquidIQ	RHEL 4.5	Liquid Computing	Scali MPI Connect5.5	s	LS-DYNA	mpp97.7600.1224	3 Vehicle Collision	s	m	Ottawa, Ontario, Canada	Ron Van Holst	Liquid Computing	2008-02-08
32	6878	2	1	16	Rapid Array	AMD Opteron 2.4 GHZ	4	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	3 Vehicle Collision	s	m	Chippewa Falls	Ting-TIng Zhu	CRAY Inc.	2005-05-02
2	6902	2	1	1	Infiniband TopSpin	1.5GHz Itanium2 rx2600	6	8	Itanium2 CP6000	HP-UX 11.23	HP	HP-MPI	d	LS-DYNA	970.5434	neon_refined	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2004-12-13
32	6902	2	2	8	InfiniBand	AMD Dualcore Opteron 2.6 GHz DL145	4	0	Opteron CP4000	Red Hat EL 4.3	HP	HP-MPI	d	LS-DYNA	971.7600.398	3 Vehicle Collision	s	m	High Performance Technical Computing Division	Yih-Yih Lin	HP	2006-10-12
4	6931	2	1	2	Myrinet	Intel Dual Xeon 3.066 GHz	2	0	IBM x335	Red Hat EL 3.0 WS	IBM		d	LS-DYNA	mpp970_3858	neon_refined	s	m	Poughkeepsie, NY, USA	Guangye Li		2004-03-10
1024	6944	1	2	512	Seastar 2	AMD Dual Core Opteron 2.6 GHZ	4	0	CRAY XT4	Catamount	CRAY Inc.	CRAY XT4 MPI	s	LS-DYNA	mpp970, 6763	car2car	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2006-12-06
35	6958	1	1	35	Infiniband	2,2GHz AMD Opteron 248	4	0	Opteron Cluster	SuSE SLES8 SP3	Self-made (SKIF program)		d	LS-DYNA	970.5434	3 Vehicle Collision	s	m	United Institute of Informatics Problems, Minsk	Oleg Tchij	United Institute of Informatics Problems, Minsk	2004-12-03
4	7004	2	1	2	Gigabit Ethernet	Intel Dual Xeon 3.066 GHz	2	0	IBM x335	Red Hat EL 3.0 WS	IBM		d	LS-DYNA	mpp970_3858	neon_refined	s	m	Poughkeepsie, NY, USA	Guangye Li		2004-03-10
2	7140	2	1	1	InfiniBand Voltaire	AMD Opteron 2.2GHz DL145	8	0	Opteron CP4000/InfiniBand Voltaire	Red Hat 3.0	HP	HP-MPI	d	LS-DYNA	970.5434	neon_refined	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2005-01-10
2	7155	1	1	2	InfiniCon Infiniband	2 GHz Opteron	2	0	Opteron Cluster	SuSE SLES8 SP3 w Scali MPI	Appro, Rackable, and Verari		d	LS-DYNA	970.5412	neon_refined	s	s	AMD Developer Center	Steven Lyness		2004-06-18
8	7188	1	1	8	100 Mbit ethernet	AMD Athlon MP 2000+	512	2100	Athlon Cluster	RedHat Enterprise Linux 3	Appro		d	LS-DYNA	970.3858	neon_refined	s	m	Troy, MI USA	Joshua Weage	ARUP	2004-08-06
32	7233	1	2	16	Infiniband	Intel Xeon Core 2 Duo 3.00GHz	16	0	Altix ICE 8200	SUSE Linux Enterpirse Server 10	SGI	MVAPICH-0.9.9	d	LS-DYNA	971_7600.2.1224	3 Vehicle Collision	s	m	Warren, MI	Cesar Lucas	RDECOM-TARDEC HPC Center	2008-03-19
64	7238	1	1	64	InfiniCon Infiniband	2 GHz Opteron	2	0	Opteron Cluster	SuSE SLES8 SP3	Appro, Rackable, and Verari		d	LS-DYNA	970.5412	3 Vehicle Collision	s	s	AMD Developer Center	Steven Lyness		2004-06-18
